validdate,leisure_biking:idx,snow_depth:cm,t_2m:C,precip_24h:mm,weather_symbol_1h:idx,effective_cloud_cover:octas
2021-10-21T14:00:00Z,0.5346154,0.0,11.607693,3.593846,1.6923077,2.0
2021-10-22T14:00:00Z,0.63461536,0.0,10.607693,0.078461535,1.0,0.0
2021-10-23T14:00:00Z,0.64615387,0.0,11.861538,0.0,1.0,0.0
2021-10-24T14:00:00Z,0.7730769,0.0,12.953846,0.0,1.0,0.0
2021-10-25T14:00:00Z,0.63076925,0.0,12.223077,0.016153846,2.3846154,3.5384614
2021-10-26T14:00:00Z,0.5923077,0.0,10.461538,0.17999999,2.0769231,2.9230769
2021-10-27T14:00:00Z,0.7076923,0.0,12.3,0.0,1.0,0.07692308
2021-10-28T14:00:00Z,0.75384617,0.0,12.992308,0.0,1.1538461,0.53846157
2021-10-29T14:00:00Z,0.6,0.0,11.623077,0.0,2.1538463,3.4615386
2021-10-30T14:00:00Z,0.115384616,0.0,7.746154,2.983077,5.6923075,8.0
2021-10-31T14:00:00Z,0.5192308,0.0,11.453846,1.83,2.8461537,4.769231
2021-11-01T14:00:00Z,0.12307692,0.3230769,5.8461537,19.321539,4.6923075,7.076923
2021-11-02T14:00:00Z,0.26923075,0.8692308,6.9,4.0684614,4.230769,4.3076925
2021-11-03T14:00:00Z,0.03846154,1.9923077,4.315385,6.7015386,6.1538463,8.0
2021-11-04T14:00:00Z,0.21153846,5.753846,3.876923,13.95,3.3846154,5.6153846
2021-11-05T14:00:00Z,0.30769232,7.353846,5.2384615,0.08846153,1.5384616,1.3846154
2021-11-06T14:00:00Z,0.27307692,7.0153847,6.1769233,0.0038461538,1.5384616,1.4615384
2021-11-07T14:00:00Z,0.37692308,5.753846,6.9461536,0.0,1.5384616,1.4615384
2021-11-08T14:00:00Z,0.23461539,5.3615384,6.8923078,0.0,1.6923077,2.3076923
2021-11-09T14:00:00Z,0.26153848,4.838462,8.653847,0.023846153,2.1538463,2.6153846
2021-11-10T14:00:00Z,0.2846154,4.2153845,9.3,0.26999998,3.8461537,7.1538463
2021-11-11T14:00:00Z,0.54615384,2.476923,10.592308,0.056153845,2.4615386,4.5384617
2021-11-12T14:00:00Z,0.5423077,1.9846154,10.546154,0.0,1.6153846,1.8461539
2021-11-13T14:00:00Z,0.13076924,2.146154,5.323077,0.82153845,5.3846154,7.923077
2021-11-14T14:00:00Z,0.15,5.1153846,5.5307693,15.701538,4.230769,7.3076925
2021-11-15T14:00:00Z,0.23461539,4.9615383,6.976923,4.0376925,4.8461537,7.6923075
2021-11-16T14:00:00Z,0.32692307,4.669231,6.753846,0.41923076,3.3846154,6.3846154
2021-11-17T14:00:00Z,0.23076923,4.523077,5.5384617,2.01,3.9230769,7.769231
2021-11-18T14:00:00Z,0.31538463,4.084615,7.276923,0.0,2.3076923,3.5384614
2021-11-19T14:00:00Z,0.44615385,3.9615383,8.7,0.0,1.6153846,1.6923077
2021-11-20T14:00:00Z,0.44615385,3.3461537,8.869231,0.0023076923,1.6153846,1.5384616
2021-11-21T14:00:00Z,0.43076923,3.2692308,6.5307693,0.0,2.5384614,4.1538463
2021-11-22T14:00:00Z,0.21153846,3.7307692,4.4076924,2.1638463,4.230769,7.923077
2021-11-23T14:00:00Z,0.3846154,3.676923,6.030769,1.2861538,1.3076923,1.1538461
2021-11-24T14:00:00Z,0.3,3.7692308,5.792308,0.0,1.3076923,0.7692308
2021-11-25T14:00:00Z,0.053846154,3.7615385,3.4615386,0.6253846,4.6153846,8.0
2021-11-26T14:00:00Z,0.13461538,4.4923077,2.0153847,1.6330769,3.5384614,6.769231
2021-11-27T14:00:00Z,0.12692308,5.415385,1.6923077,1.78,2.4615386,4.0
2021-11-28T14:00:00Z,0.073076926,7.9538465,-0.4615384,6.153077,4.4615383,7.3846154
2021-11-29T14:00:00Z,0.06923077,9.723077,-1.4384615,1.3053846,3.9230769,5.5384617
2021-11-30T14:00:00Z,0.1,10.246154,1.2230769,0.8830769,4.1538463,6.3846154
2021-12-01T14:00:00Z,0.07307692,10.615384,3.623077,2.4861538,4.3076925,7.923077
2021-12-02T14:00:00Z,0.10769231,10.138461,1.2076923,1.7492307,5.230769,6.769231
2021-12-03T14:00:00Z,0.10769231,11.369231,0.0461539,0.54923075,1.6153846,1.8461539
2021-12-04T14:00:00Z,0.042307694,15.546154,2.9769232,13.070769,5.6153846,8.0
2021-12-05T14:00:00Z,0.10769231,17.707693,0.16153845,4.7253847,3.8461537,6.769231
2021-12-06T14:00:00Z,0.08846154,17.1,0.04615385,0.7192308,1.7692307,2.0
2021-12-07T14:00:00Z,0.10769231,18.561539,1.7923076,2.4338462,1.5384616,1.7692307
2021-12-08T14:00:00Z,0.0,22.961538,-0.9846154,10.42077,6.4615383,8.0
2021-12-09T14:00:00Z,0.042307694,28.484615,-0.6153846,6.399231,3.3846154,6.3846154
2021-12-10T14:00:00Z,0.0,30.692308,-1.1076922,3.6023078,5.4615383,8.0
2021-12-11T14:00:00Z,0.03846154,32.869232,0.22307697,3.0369232,3.0,4.769231
2021-12-12T14:00:00Z,0.053846154,31.207693,2.4461539,0.12769231,3.0,5.5384617
2021-12-13T14:00:00Z,0.12307692,27.046154,5.3692307,0.0,1.3846154,1.0769231
2021-12-14T14:00:00Z,0.12307692,25.746155,5.5,0.0,3.7692308,4.3846154
2021-12-15T14:00:00Z,0.10769231,25.63077,5.0153847,0.0015384615,1.9230769,2.8461537
2021-12-16T14:00:00Z,0.10769231,23.361538,5.046154,0.0,1.6153846,1.5384616
2021-12-17T14:00:00Z,0.10769231,23.807693,5.0307693,0.0,1.6153846,1.6153846
2021-12-18T14:00:00Z,0.10769231,23.653847,5.7615385,0.0,1.1538461,0.3846154
2021-12-19T14:00:00Z,0.10769231,23.061539,3.8,0.0,1.6153846,1.5384616
2021-12-20T14:00:00Z,0.10384615,23.592308,3.7384615,0.0,1.5384616,1.3076923
2021-12-21T14:00:00Z,0.03846154,21.823078,1.4769231,0.0,2.0769231,2.8461537
2021-12-22T14:00:00Z,0.0,21.853848,0.80769235,0.0015384615,2.0769231,2.7692308
2021-12-23T14:00:00Z,0.0,22.03077,3.4307692,0.0,3.8461537,7.4615383
2021-12-24T14:00:00Z,0.11923077,22.46923,3.5615385,0.19692308,3.5384614,6.6153846
2021-12-25T14:00:00Z,0.057692308,22.66154,3.8923078,0.9869231,4.3076925,8.0
2021-12-26T14:00:00Z,0.07692308,21.692308,3.7692308,8.601539,4.4615383,7.769231
2021-12-27T14:00:00Z,0.01923077,21.569231,3.2923076,1.6707692,4.8461537,8.0
2021-12-28T14:00:00Z,0.08846154,23.638462,4.753846,11.106923,4.8461537,7.6153846
2021-12-29T14:00:00Z,0.12307693,26.484615,4.8230767,12.987692,5.6923075,7.8461537
2021-12-30T14:00:00Z,0.33461538,25.961538,9.492308,5.7315383,3.0,5.769231
2021-12-31T14:00:00Z,0.31538463,24.83846,9.907692,0.0,1.3846154,1.0769231
