Linie,Stop name,Arrival time,Departure time
3,Basel Bad Bf,23.03.22 07:36,23.03.22 07:40
3,Zürich HB,23.03.22 09:00,
3,Basel SBB,23.03.22 07:47,23.03.22 08:06
4,Basel SBB,23.03.22 19:53,23.03.22 20:09
4,Zürich HB,,23.03.22 18:59
4,Basel Bad Bf,23.03.22 20:16,23.03.22 20:18
5,Basel SBB,23.03.22 09:47,
5,Basel Bad Bf,23.03.22 09:35,23.03.22 09:40
6,Bern,23.03.22 12:52,23.03.22 13:04
6,Spiez,23.03.22 12:22,23.03.22 12:22
6,Thun,23.03.22 12:32,23.03.22 12:33
6,Olten,23.03.22 13:30,23.03.22 13:33
6,Interlaken Ost,,23.03.22 12:00
6,Basel SBB,23.03.22 14:01,23.03.22 14:27
6,Basel Bad Bf,23.03.22 14:33,23.03.22 14:35
6,Interlaken West,23.03.22 12:04,23.03.22 12:05
6,Liestal,23.03.22 13:49,23.03.22 13:50
7,Basel Bad Bf,23.03.22 13:24,23.03.22 13:26
7,Liestal,23.03.22 14:06,23.03.22 14:07
7,Spiez,23.03.22 15:33,23.03.22 15:34
7,Interlaken West,23.03.22 15:51,23.03.22 15:53
7,Interlaken Ost,23.03.22 15:58,
7,Basel SBB,23.03.22 13:33,23.03.22 13:56
7,Olten,23.03.22 14:25,23.03.22 14:29
7,Bern,23.03.22 14:56,23.03.22 15:04
7,Thun,23.03.22 15:23,23.03.22 15:24
8,Basel Bad Bf,23.03.22 12:26,23.03.22 12:28
8,Basel SBB,23.03.22 11:53,23.03.22 12:20
8,Zürich HB,,23.03.22 10:59
9,Basel Bad Bf,23.03.22 15:28,23.03.22 15:30
9,Zürich HB,23.03.22 17:00,
9,Basel SBB,23.03.22 15:36,23.03.22 16:06
32,Lausanne,23.03.22 11:42,23.03.22 11:45
32,Brig,23.03.22 10:14,23.03.22 10:16
32,Sion,23.03.22 10:45,23.03.22 10:47
32,Montreux,23.03.22 11:22,23.03.22 11:23
32,Genève,23.03.22 12:21,
34,Montreux,23.03.22 16:22,23.03.22 16:23
34,Brig,23.03.22 15:14,23.03.22 15:16
34,Genève,23.03.22 17:21,
34,Sion,23.03.22 15:45,23.03.22 15:47
34,Lausanne,23.03.22 16:42,23.03.22 16:45
35,Lausanne,23.03.22 06:14,23.03.22 06:18
35,Genève,,23.03.22 05:39
35,Montreux,23.03.22 06:36,23.03.22 06:37
35,Sion,23.03.22 07:11,23.03.22 07:12
35,Brig,23.03.22 07:40,23.03.22 07:44
36,Sion,23.03.22 19:45,23.03.22 19:47
36,Brig,23.03.22 19:14,23.03.22 19:16
36,Genève,23.03.22 21:21,
36,Montreux,23.03.22 20:22,23.03.22 20:23
36,Lausanne,23.03.22 20:42,23.03.22 20:45
37,Montreux,23.03.22 08:36,23.03.22 08:37
37,Lausanne,23.03.22 08:14,23.03.22 08:18
37,Genève,,23.03.22 07:39
37,Sion,23.03.22 09:11,23.03.22 09:12
37,Brig,23.03.22 09:40,23.03.22 09:44
39,Montreux,23.03.22 14:36,23.03.22 14:37
39,Genève,,23.03.22 13:39
39,Sion,23.03.22 15:11,23.03.22 15:12
39,Brig,23.03.22 15:40,23.03.22 15:44
39,Lausanne,23.03.22 14:14,23.03.22 14:18
41,Sion,23.03.22 20:11,23.03.22 20:12
41,Genève,,23.03.22 18:39
41,Lausanne,23.03.22 19:14,23.03.22 19:18
41,Brig,23.03.22 20:40,23.03.22 20:44
41,Montreux,23.03.22 19:36,23.03.22 19:37
44,Visp,23.03.22 21:32,23.03.22 21:35
44,Lausanne,23.03.22 23:10,23.03.22 23:12
44,Morges,23.03.22 23:22,23.03.22 23:24
44,Brig,23.03.22 21:14,23.03.22 21:26
44,Sion,23.03.22 21:57,23.03.22 21:59
44,St-Maurice,23.03.22 22:26,23.03.22 22:27
44,Vevey,23.03.22 22:54,23.03.22 22:55
44,Martigny,23.03.22 22:14,23.03.22 22:15
44,Aigle,23.03.22 22:36,23.03.22 22:37
44,Nyon,23.03.22 23:39,23.03.22 23:45
44,Montreux,23.03.22 22:47,23.03.22 22:48
44,Genève,24.03.22 00:06,24.03.22 00:07
44,Genève-Aéroport,24.03.22 00:15,
50,Brig,23.03.22 09:16,23.03.22 09:18
50,Bern,23.03.22 10:24,23.03.22 10:36
50,Olten,23.03.22 11:03,23.03.22 11:05
50,Basel SBB,23.03.22 11:32,
50,Visp,23.03.22 09:25,23.03.22 09:27
50,Spiez,23.03.22 09:53,23.03.22 09:54
50,Thun,23.03.22 10:03,23.03.22 10:04
51,Basel SBB,,23.03.22 06:28
51,Spiez,23.03.22 08:02,23.03.22 08:05
51,Visp,23.03.22 08:31,23.03.22 08:33
51,Olten,23.03.22 06:55,23.03.22 06:58
51,Bern,23.03.22 07:26,23.03.22 07:34
51,Thun,23.03.22 07:52,23.03.22 07:54
51,Brig,23.03.22 08:41,23.03.22 08:44
52,Thun,23.03.22 14:03,23.03.22 14:04
52,Bern,23.03.22 14:24,23.03.22 14:36
52,Basel SBB,23.03.22 15:32,23.03.22 15:38
52,Spiez,23.03.22 13:53,23.03.22 13:54
52,Visp,23.03.22 13:25,23.03.22 13:27
52,Olten,23.03.22 15:03,23.03.22 15:05
52,Basel Bad Bf,23.03.22 15:44,23.03.22 15:52
52,Brig,23.03.22 13:16,23.03.22 13:18
53,Thun,23.03.22 11:52,23.03.22 11:54
53,Visp,23.03.22 12:31,23.03.22 12:33
53,Brig,23.03.22 12:41,23.03.22 12:44
53,Basel SBB,,23.03.22 10:28
53,Spiez,23.03.22 12:02,23.03.22 12:05
53,Olten,23.03.22 10:55,23.03.22 10:58
53,Bern,23.03.22 11:26,23.03.22 11:34
54,Brig,23.03.22 17:16,23.03.22 17:18
54,Thun,23.03.22 18:03,23.03.22 18:04
54,Olten,23.03.22 19:03,23.03.22 19:05
54,Spiez,23.03.22 17:53,23.03.22 17:54
54,Visp,23.03.22 17:25,23.03.22 17:27
54,Bern,23.03.22 18:24,23.03.22 18:36
54,Basel SBB,23.03.22 19:32,
56,Thun,23.03.22 21:03,23.03.22 21:04
56,Basel SBB,23.03.22 22:32,
56,Brig,23.03.22 20:16,23.03.22 20:19
56,Liestal,23.03.22 22:21,23.03.22 22:21
56,Spiez,23.03.22 20:53,23.03.22 20:54
56,Bern,23.03.22 21:24,23.03.22 21:36
56,Olten,23.03.22 22:03,23.03.22 22:05
56,Visp,23.03.22 20:26,23.03.22 20:28
57,Bern,23.03.22 13:26,23.03.22 13:34
57,Brig,23.03.22 14:41,23.03.22 14:44
57,Basel SBB,,23.03.22 12:28
57,Spiez,23.03.22 14:02,23.03.22 14:05
57,Visp,23.03.22 14:31,23.03.22 14:33
57,Olten,23.03.22 12:55,23.03.22 12:58
57,Thun,23.03.22 13:52,23.03.22 13:54
59,Thun,23.03.22 18:52,23.03.22 18:54
59,Basel SBB,,23.03.22 17:28
59,Brig,23.03.22 19:41,23.03.22 19:44
59,Bern,23.03.22 18:26,23.03.22 18:34
59,Visp,23.03.22 19:31,23.03.22 19:33
59,Olten,23.03.22 17:55,23.03.22 17:58
59,Spiez,23.03.22 19:02,23.03.22 19:05
70,Chur,,23.03.22 12:37
70,Landquart,23.03.22 12:46,23.03.22 12:47
70,Zürich HB,23.03.22 13:53,23.03.22 13:59
70,Basel SBB,23.03.22 14:53,23.03.22 15:06
70,Sargans,23.03.22 12:55,23.03.22 12:55
70,Basel Bad Bf,23.03.22 15:12,23.03.22 15:14
71,Landquart,23.03.22 15:12,23.03.22 15:13
71,Chur,23.03.22 15:23,
71,Basel Bad Bf,23.03.22 12:46,23.03.22 12:48
71,Zürich HB,23.03.22 14:00,23.03.22 14:07
71,Basel SBB,23.03.22 12:55,23.03.22 13:06
71,Sargans,23.03.22 15:03,23.03.22 15:03
72,Chur,,23.03.22 10:37
72,Landquart,23.03.22 10:46,23.03.22 10:47
72,Basel SBB,23.03.22 12:53,23.03.22 13:06
72,Basel Bad Bf,23.03.22 13:12,23.03.22 13:14
72,Zürich HB,23.03.22 11:53,23.03.22 11:59
72,Sargans,23.03.22 10:55,23.03.22 10:55
73,Zürich HB,23.03.22 16:00,
73,Basel Bad Bf,23.03.22 14:46,23.03.22 14:48
73,Basel SBB,23.03.22 14:55,23.03.22 15:06
74,Basel SBB,23.03.22 10:53,23.03.22 11:06
74,Basel Bad Bf,23.03.22 11:12,23.03.22 11:14
74,Zürich HB,,23.03.22 09:59
75,Chur,23.03.22 19:23,
75,Basel Bad Bf,23.03.22 16:46,23.03.22 16:48
75,Zürich HB,23.03.22 18:00,23.03.22 18:07
75,Sargans,23.03.22 19:03,23.03.22 19:03
75,Basel SBB,23.03.22 16:55,23.03.22 17:06
75,Landquart,23.03.22 19:12,23.03.22 19:13
76,Basel Bad Bf,23.03.22 09:12,23.03.22 09:14
76,Basel SBB,23.03.22 08:53,23.03.22 09:06
76,Zürich HB,,23.03.22 07:59
77,Basel SBB,23.03.22 18:55,23.03.22 19:06
77,Basel Bad Bf,23.03.22 18:46,23.03.22 18:48
77,Zürich HB,23.03.22 20:00,
78,Zürich HB,,23.03.22 05:59
78,Basel Bad Bf,23.03.22 07:12,23.03.22 07:14
78,Basel SBB,23.03.22 06:53,23.03.22 07:06
79,Basel SBB,23.03.22 20:55,23.03.22 21:06
79,Zürich HB,23.03.22 22:00,
79,Basel Bad Bf,23.03.22 20:46,23.03.22 20:48
96,St. Margrethen SG,23.03.22 21:09,23.03.22 21:18
96,Winterthur,23.03.22 22:31,23.03.22 22:33
96,St. Gallen,23.03.22 21:55,23.03.22 21:58
96,Zürich Flughafen,23.03.22 22:46,23.03.22 22:48
96,Zürich HB,23.03.22 22:57,
97,St. Margrethen SG,,23.03.22 08:51
98,Zürich Flughafen,23.03.22 20:16,23.03.22 20:18
98,St. Margrethen SG,23.03.22 19:09,23.03.22 19:10
98,St. Gallen,23.03.22 19:28,23.03.22 19:29
98,Winterthur,23.03.22 20:01,23.03.22 20:03
98,Zürich HB,23.03.22 20:27,
99,Zürich HB,,23.03.22 09:33
99,St. Gallen,23.03.22 10:30,23.03.22 10:32
99,Zürich Flughafen,23.03.22 09:42,23.03.22 09:43
99,Winterthur,23.03.22 09:57,23.03.22 09:58
99,St. Margrethen SG,23.03.22 10:49,23.03.22 10:51
100,Basel SBB,,23.03.22 19:13
100,Basel Bad Bf,23.03.22 19:19,23.03.22 19:22
101,Basel SBB,23.03.22 10:47,
101,Basel Bad Bf,23.03.22 10:38,23.03.22 10:40
102,Basel SBB,,23.03.22 17:13
102,Basel Bad Bf,23.03.22 17:19,23.03.22 17:22
103,Basel SBB,23.03.22 12:47,
103,Basel Bad Bf,23.03.22 12:35,23.03.22 12:40
106,Basel SBB,,23.03.22 13:13
106,Basel Bad Bf,23.03.22 13:19,23.03.22 13:23
107,Basel SBB,23.03.22 16:47,
107,Basel Bad Bf,23.03.22 16:35,23.03.22 16:40
108,Basel Bad Bf,23.03.22 11:19,23.03.22 11:23
108,Basel SBB,,23.03.22 11:13
109,Basel Bad Bf,23.03.22 18:35,23.03.22 18:40
109,Basel SBB,23.03.22 18:47,
151,Basel Bad Bf,23.03.22 10:46,23.03.22 10:48
151,Olten,23.03.22 11:28,23.03.22 11:30
151,Lugano,23.03.22 13:58,23.03.22 14:10
151,Basel SBB,23.03.22 10:55,23.03.22 11:03
151,Luzern,23.03.22 12:05,23.03.22 12:18
151,Arth-Goldau,23.03.22 12:45,23.03.22 12:49
151,Chiasso,23.03.22 14:46,23.03.22 14:55
151,Bellinzona,23.03.22 13:42,23.03.22 13:44
153,Luzern,23.03.22 16:05,23.03.22 16:18
153,Chiasso,23.03.22 18:46,23.03.22 18:55
153,Olten,23.03.22 15:28,23.03.22 15:30
153,Bellinzona,23.03.22 17:42,23.03.22 17:44
153,Lugano,23.03.22 17:58,23.03.22 18:10
153,Basel SBB,,23.03.22 15:03
153,Arth-Goldau,23.03.22 16:45,23.03.22 16:49
156,Luzern,23.03.22 11:41,23.03.22 11:54
156,Arth-Goldau,23.03.22 11:11,23.03.22 11:15
156,Bellinzona,23.03.22 10:16,23.03.22 10:18
156,Olten,23.03.22 12:28,23.03.22 12:30
156,Chiasso,23.03.22 09:10,23.03.22 09:24
156,Lugano,23.03.22 09:50,23.03.22 10:02
156,Basel SBB,23.03.22 12:56,
158,Lugano,23.03.22 11:50,23.03.22 12:02
158,Bellinzona,23.03.22 12:16,23.03.22 12:18
158,Arth-Goldau,23.03.22 13:11,23.03.22 13:15
158,Chiasso,23.03.22 11:10,23.03.22 11:24
158,Olten,23.03.22 14:28,23.03.22 14:30
158,Luzern,23.03.22 13:41,23.03.22 13:54
158,Basel SBB,23.03.22 14:56,
160,Zürich HB,23.03.22 15:20,
160,Buchs SG,23.03.22 14:06,23.03.22 14:11
160,Sargans,23.03.22 14:23,23.03.22 14:23
161,Sargans,23.03.22 07:36,23.03.22 07:36
161,Zürich HB,,23.03.22 06:40
161,Buchs SG,23.03.22 07:48,23.03.22 07:54
162,Zürich HB,23.03.22 17:20,
162,Sargans,23.03.22 16:23,23.03.22 16:23
162,Buchs SG,23.03.22 16:06,23.03.22 16:11
163,Zürich HB,,23.03.22 08:40
163,Sargans,23.03.22 09:36,23.03.22 09:36
163,Buchs SG,23.03.22 09:48,23.03.22 10:00
164,Buchs SG,23.03.22 17:59,23.03.22 18:11
164,Sargans,23.03.22 18:23,23.03.22 18:23
164,Zürich HB,23.03.22 19:20,
165,Zürich HB,,23.03.22 10:40
165,Sargans,23.03.22 11:36,23.03.22 11:36
165,Buchs SG,23.03.22 11:48,23.03.22 11:54
166,Sargans,23.03.22 20:23,23.03.22 20:23
166,Buchs SG,23.03.22 20:06,23.03.22 20:11
166,Zürich HB,23.03.22 21:20,
167,Sargans,23.03.22 13:36,23.03.22 13:36
167,Zürich HB,,23.03.22 12:40
167,Buchs SG,23.03.22 13:48,23.03.22 13:54
168,Buchs SG,23.03.22 22:03,23.03.22 22:11
168,Sargans,23.03.22 22:23,23.03.22 22:23
168,Zürich HB,23.03.22 23:20,
169,Buchs SG,23.03.22 15:48,23.03.22 15:54
169,Zürich HB,,23.03.22 14:40
169,Sargans,23.03.22 15:36,23.03.22 15:36
180,Schaffhausen,23.03.22 21:13,23.03.22 21:16
180,Zürich HB,,23.03.22 20:37
181,Schaffhausen,23.03.22 08:45,23.03.22 08:47
181,Zürich HB,23.03.22 09:23,
182,Schaffhausen,23.03.22 19:13,23.03.22 19:16
182,Zürich HB,,23.03.22 18:37
183,Zürich HB,23.03.22 11:23,
183,Schaffhausen,23.03.22 10:45,23.03.22 10:47
184,Schaffhausen,23.03.22 17:13,23.03.22 17:16
184,Zürich HB,,23.03.22 16:37
185,Schaffhausen,23.03.22 12:45,23.03.22 12:47
185,Zürich HB,23.03.22 13:23,
186,Zürich HB,,23.03.22 14:37
186,Schaffhausen,23.03.22 15:13,23.03.22 15:16
187,Schaffhausen,23.03.22 14:45,23.03.22 14:47
187,Zürich HB,23.03.22 15:23,
188,Zürich HB,,23.03.22 12:37
188,Schaffhausen,23.03.22 13:13,23.03.22 13:16
189,Zürich HB,23.03.22 17:23,
189,Schaffhausen,23.03.22 16:45,23.03.22 16:47
190,St. Gallen,23.03.22 17:28,23.03.22 17:29
190,Zürich Flughafen,23.03.22 18:16,23.03.22 18:18
190,Zürich HB,23.03.22 18:27,
190,St. Margrethen SG,23.03.22 17:09,23.03.22 17:10
190,Winterthur,23.03.22 18:01,23.03.22 18:03
191,Winterthur,23.03.22 11:57,23.03.22 11:58
191,St. Gallen,23.03.22 12:30,23.03.22 12:32
191,Zürich HB,,23.03.22 11:33
191,Zürich Flughafen,23.03.22 11:42,23.03.22 11:43
191,St. Margrethen SG,23.03.22 12:49,23.03.22 12:51
192,St. Margrethen SG,23.03.22 15:09,
193,St. Margrethen SG,,23.03.22 14:51
196,St. Margrethen SG,23.03.22 11:09,
197,St. Margrethen SG,,23.03.22 18:51
198,Zürich HB,23.03.22 10:27,
198,St. Margrethen SG,23.03.22 09:09,23.03.22 09:10
198,St. Gallen,23.03.22 09:28,23.03.22 09:29
198,Winterthur,23.03.22 10:01,23.03.22 10:03
198,Zürich Flughafen,23.03.22 10:16,23.03.22 10:18
199,Zürich Flughafen,23.03.22 19:42,23.03.22 19:43
199,Zürich HB,,23.03.22 19:33
199,Winterthur,23.03.22 19:57,23.03.22 19:58
199,St. Gallen,23.03.22 20:30,23.03.22 20:32
199,St. Margrethen SG,23.03.22 20:49,23.03.22 20:51
200,Basel Bad Bf,23.03.22 09:19,23.03.22 09:23
200,Basel SBB,,23.03.22 09:13
201,Basel Bad Bf,23.03.22 20:35,23.03.22 20:40
201,Basel SBB,23.03.22 20:47,
202,Basel SBB,,23.03.22 07:13
202,Basel Bad Bf,23.03.22 07:19,23.03.22 07:21
203,Basel Bad Bf,23.03.22 22:42,23.03.22 22:47
203,Basel SBB,23.03.22 22:55,
205,Basel Bad Bf,24.03.22 00:50,24.03.22 00:52
205,Basel SBB,24.03.22 00:59,
206,Basel SBB,,23.03.22 05:06
206,Basel Bad Bf,23.03.22 05:12,23.03.22 05:21
254,Basel SBB,,23.03.22 15:13
254,Basel Bad Bf,23.03.22 15:19,
255,Basel SBB,23.03.22 14:47,
255,Basel Bad Bf,,23.03.22 14:40
266,Basel Bad Bf,23.03.22 21:58,23.03.22 22:00
266,Basel SBB,23.03.22 22:07,
267,Basel Bad Bf,23.03.22 05:57,23.03.22 06:01
267,Basel SBB,,23.03.22 05:50
271,Basel SBB,23.03.22 08:47,23.03.22 09:06
271,Chur,23.03.22 11:23,
271,Zürich HB,23.03.22 10:00,23.03.22 10:07
271,Sargans,23.03.22 11:03,23.03.22 11:03
271,Landquart,23.03.22 11:12,23.03.22 11:13
271,Basel Bad Bf,23.03.22 08:36,23.03.22 08:40
272,Basel Bad Bf,23.03.22 18:19,23.03.22 18:23
272,Basel SBB,23.03.22 17:53,23.03.22 18:13
272,Zürich HB,,23.03.22 16:59
274,Basel SBB,,23.03.22 16:13
274,Basel Bad Bf,23.03.22 16:19,23.03.22 16:23
275,Basel Bad Bf,23.03.22 11:35,23.03.22 11:40
275,Interlaken Ost,23.03.22 13:58,
275,Thun,23.03.22 13:23,23.03.22 13:24
275,Basel SBB,23.03.22 11:47,23.03.22 11:56
275,Liestal,23.03.22 12:06,23.03.22 12:07
275,Olten,23.03.22 12:25,23.03.22 12:29
275,Spiez,23.03.22 13:33,23.03.22 13:34
275,Interlaken West,23.03.22 13:52,23.03.22 13:53
275,Bern,23.03.22 12:56,23.03.22 13:04
276,Basel SBB,,23.03.22 14:13
276,Basel Bad Bf,23.03.22 14:19,23.03.22 14:23
277,Basel SBB,23.03.22 13:47,
277,Basel Bad Bf,23.03.22 13:37,23.03.22 13:40
278,Interlaken Ost,,23.03.22 10:00
278,Bern,23.03.22 10:52,23.03.22 11:04
278,Basel SBB,23.03.22 12:01,23.03.22 12:13
278,Basel Bad Bf,23.03.22 12:19,23.03.22 12:23
278,Spiez,23.03.22 10:22,23.03.22 10:22
278,Interlaken West,23.03.22 10:04,23.03.22 10:05
278,Liestal,23.03.22 11:49,23.03.22 11:50
278,Thun,23.03.22 10:32,23.03.22 10:33
278,Olten,23.03.22 11:30,23.03.22 11:33
279,Basel SBB,23.03.22 15:47,
279,Basel Bad Bf,23.03.22 15:35,23.03.22 15:40
280,Zürich HB,,23.03.22 10:37
280,Schaffhausen,23.03.22 11:13,23.03.22 11:16
281,Zürich HB,23.03.22 19:23,
281,Schaffhausen,23.03.22 18:45,23.03.22 18:47
282,Zürich HB,,23.03.22 08:37
282,Schaffhausen,23.03.22 09:13,23.03.22 09:16
283,Schaffhausen,23.03.22 20:45,23.03.22 20:47
283,Zürich HB,23.03.22 21:23,
284,Zürich HB,,23.03.22 06:37
284,Schaffhausen,23.03.22 07:13,23.03.22 07:16
285,Schaffhausen,23.03.22 22:45,23.03.22 22:47
285,Zürich HB,23.03.22 23:23,
290,Zürich Flughafen,23.03.22 08:16,23.03.22 08:18
290,Zürich HB,23.03.22 08:27,
290,St. Gallen,,23.03.22 07:29
290,Winterthur,23.03.22 08:01,23.03.22 08:03
307,Arth-Goldau,23.03.22 09:16,23.03.22 09:18
307,Bellinzona,23.03.22 10:12,23.03.22 10:14
307,Chiasso,23.03.22 10:55,23.03.22 11:02
307,Lugano,23.03.22 10:30,23.03.22 10:32
307,Zürich HB,,23.03.22 08:33
307,Zug,23.03.22 08:59,23.03.22 09:00
308,Chiasso,23.03.22 16:58,23.03.22 17:05
308,Zürich HB,23.03.22 19:27,
308,Zug,23.03.22 19:00,23.03.22 19:01
308,Lugano,23.03.22 17:28,23.03.22 17:30
308,Bellinzona,23.03.22 17:45,23.03.22 17:47
308,Arth-Goldau,23.03.22 18:42,23.03.22 18:45
310,Bellinzona,23.03.22 19:45,23.03.22 19:47
310,Chiasso,23.03.22 18:58,23.03.22 19:05
310,Lugano,23.03.22 19:28,23.03.22 19:30
310,Zürich HB,23.03.22 21:27,
310,Zug,23.03.22 21:00,23.03.22 21:01
310,Arth-Goldau,23.03.22 20:42,23.03.22 20:45
311,Lugano,23.03.22 08:30,23.03.22 08:32
311,Arth-Goldau,23.03.22 07:16,23.03.22 07:18
311,Chiasso,23.03.22 08:55,23.03.22 09:02
311,Zürich HB,,23.03.22 06:33
311,Zug,23.03.22 06:59,23.03.22 07:00
311,Bellinzona,23.03.22 08:12,23.03.22 08:14
312,Lugano,23.03.22 08:28,23.03.22 08:30
312,Chiasso,23.03.22 07:58,23.03.22 08:05
312,Bellinzona,23.03.22 08:45,23.03.22 08:47
312,Zug,23.03.22 10:00,23.03.22 10:01
312,Zürich HB,23.03.22 10:27,
312,Arth-Goldau,23.03.22 09:42,23.03.22 09:45
313,Zürich HB,,23.03.22 07:33
313,Lugano,23.03.22 09:30,23.03.22 09:32
313,Arth-Goldau,23.03.22 08:16,23.03.22 08:18
313,Bellinzona,23.03.22 09:12,23.03.22 09:14
313,Zug,23.03.22 07:59,23.03.22 08:00
313,Chiasso,23.03.22 09:55,23.03.22 10:02
314,Lugano,23.03.22 10:28,23.03.22 10:30
314,Zürich HB,23.03.22 12:27,
314,Bellinzona,23.03.22 10:45,23.03.22 10:47
314,Arth-Goldau,23.03.22 11:42,23.03.22 11:45
314,Zug,23.03.22 12:00,23.03.22 12:01
314,Chiasso,23.03.22 09:58,23.03.22 10:05
315,Lugano,23.03.22 11:30,23.03.22 11:32
315,Zürich HB,,23.03.22 09:33
315,Arth-Goldau,23.03.22 10:16,23.03.22 10:18
315,Bellinzona,23.03.22 11:12,23.03.22 11:14
315,Chiasso,23.03.22 11:55,23.03.22 12:02
315,Zug,23.03.22 09:59,23.03.22 10:00
316,Chiasso,23.03.22 11:58,23.03.22 12:05
316,Lugano,23.03.22 12:28,23.03.22 12:30
316,Zug,23.03.22 14:00,23.03.22 14:01
316,Bellinzona,23.03.22 12:45,23.03.22 12:47
316,Zürich HB,23.03.22 14:27,
316,Arth-Goldau,23.03.22 13:42,23.03.22 13:45
317,Bellinzona,23.03.22 13:12,23.03.22 13:14
317,Zürich HB,,23.03.22 11:33
317,Chiasso,23.03.22 13:55,23.03.22 14:02
317,Zug,23.03.22 11:59,23.03.22 12:00
317,Lugano,23.03.22 13:30,23.03.22 13:32
317,Arth-Goldau,23.03.22 12:16,23.03.22 12:18
318,Zug,23.03.22 16:00,23.03.22 16:01
318,Zürich HB,23.03.22 16:27,
318,Lugano,23.03.22 14:28,23.03.22 14:30
318,Bellinzona,23.03.22 14:45,23.03.22 14:47
318,Chiasso,23.03.22 13:58,23.03.22 14:05
318,Arth-Goldau,23.03.22 15:42,23.03.22 15:45
319,Zug,23.03.22 13:59,23.03.22 14:00
319,Bellinzona,23.03.22 15:12,23.03.22 15:14
319,Arth-Goldau,23.03.22 14:16,23.03.22 14:18
319,Lugano,23.03.22 15:30,23.03.22 15:32
319,Zürich HB,,23.03.22 13:33
319,Chiasso,23.03.22 15:55,23.03.22 16:02
320,Zug,23.03.22 18:00,23.03.22 18:01
320,Arth-Goldau,23.03.22 17:42,23.03.22 17:45
320,Zürich HB,23.03.22 18:27,
320,Lugano,23.03.22 16:28,23.03.22 16:30
320,Chiasso,23.03.22 15:58,23.03.22 16:05
320,Bellinzona,23.03.22 16:45,23.03.22 16:47
321,Zürich HB,,23.03.22 15:33
321,Arth-Goldau,23.03.22 16:16,23.03.22 16:18
321,Lugano,23.03.22 17:30,23.03.22 17:32
321,Chiasso,23.03.22 17:55,23.03.22 18:02
321,Bellinzona,23.03.22 17:12,23.03.22 17:14
321,Zug,23.03.22 15:59,23.03.22 16:00
322,Arth-Goldau,23.03.22 19:42,23.03.22 19:45
322,Lugano,23.03.22 18:28,23.03.22 18:30
322,Zug,23.03.22 20:00,23.03.22 20:01
322,Zürich HB,23.03.22 20:27,
322,Chiasso,23.03.22 17:58,23.03.22 18:05
322,Bellinzona,23.03.22 18:45,23.03.22 18:47
323,Zürich HB,,23.03.22 17:33
323,Bellinzona,23.03.22 19:12,23.03.22 19:14
323,Zug,23.03.22 17:59,23.03.22 18:00
323,Chiasso,23.03.22 19:55,23.03.22 20:02
323,Arth-Goldau,23.03.22 18:16,23.03.22 18:18
323,Lugano,23.03.22 19:30,23.03.22 19:32
324,Lugano,23.03.22 20:28,23.03.22 20:30
324,Bellinzona,23.03.22 20:45,23.03.22 20:47
324,Arth-Goldau,23.03.22 21:42,23.03.22 21:45
324,Zürich HB,23.03.22 22:27,
324,Zug,23.03.22 22:00,23.03.22 22:01
324,Chiasso,23.03.22 19:58,23.03.22 20:05
325,Lugano,23.03.22 21:30,23.03.22 21:32
325,Zürich HB,,23.03.22 19:33
325,Zug,23.03.22 19:59,23.03.22 20:00
325,Chiasso,23.03.22 21:55,23.03.22 22:02
325,Arth-Goldau,23.03.22 20:16,23.03.22 20:18
325,Bellinzona,23.03.22 21:12,23.03.22 21:14
326,Chiasso,23.03.22 20:58,23.03.22 21:05
326,Zug,23.03.22 23:00,23.03.22 23:01
326,Lugano,23.03.22 21:28,23.03.22 21:30
326,Zürich HB,23.03.22 23:27,
326,Bellinzona,23.03.22 21:45,23.03.22 21:47
326,Arth-Goldau,23.03.22 22:42,23.03.22 22:45
327,Lugano,23.03.22 12:30,23.03.22 12:32
327,Arth-Goldau,23.03.22 11:16,23.03.22 11:18
327,Zürich HB,,23.03.22 10:33
327,Zug,23.03.22 10:59,23.03.22 11:00
327,Bellinzona,23.03.22 12:12,23.03.22 12:14
327,Chiasso,23.03.22 12:55,23.03.22 13:02
333,Basel SBB,,23.03.22 07:28
333,Interlaken Ost,23.03.22 09:28,
333,Interlaken West,23.03.22 09:22,23.03.22 09:23
333,Thun,23.03.22 08:52,23.03.22 08:54
333,Olten,23.03.22 07:55,23.03.22 07:58
333,Bern,23.03.22 08:26,23.03.22 08:34
333,Spiez,23.03.22 09:03,23.03.22 09:04
336,Spiez,23.03.22 21:22,23.03.22 21:22
336,Interlaken Ost,,23.03.22 21:00
336,Thun,23.03.22 21:32,23.03.22 21:33
336,Bern,23.03.22 21:52,
336,Interlaken West,23.03.22 21:04,23.03.22 21:05
338,Olten,23.03.22 23:03,23.03.22 23:08
338,Bern,,23.03.22 22:36
338,Liestal,23.03.22 23:24,23.03.22 23:25
338,Basel SBB,23.03.22 23:37,
366,Buchs SG,23.03.22 09:59,23.03.22 10:11
366,Sargans,23.03.22 10:23,23.03.22 10:23
366,Zürich HB,23.03.22 11:20,
367,Sargans,23.03.22 17:36,23.03.22 17:36
367,Buchs SG,23.03.22 17:48,23.03.22 18:00
367,Zürich HB,,23.03.22 16:40
368,Zürich HB,23.03.22 13:20,
368,Buchs SG,23.03.22 12:06,23.03.22 12:11
368,Sargans,23.03.22 12:23,23.03.22 12:23
369,Sargans,23.03.22 19:36,23.03.22 19:36
