Linie,Stop name,Arrival time,Departure time
17164,Rheinfelden,23.03.22 17:21,23.03.22 17:22
17164,Eiken,23.03.22 17:07,23.03.22 17:07
17164,Pratteln,23.03.22 17:31,23.03.22 17:31
17164,Muttenz,23.03.22 17:34,23.03.22 17:34
17165,Pratteln Salina Raurica,23.03.22 17:30,23.03.22 17:30
17165,Eiken,23.03.22 17:52,23.03.22 17:52
17165,Stein-Säckingen,23.03.22 17:48,23.03.22 17:49
17165,Muttenz,23.03.22 17:24,23.03.22 17:24
17165,Rheinfelden,23.03.22 17:37,23.03.22 17:38
17165,Möhlin,23.03.22 17:40,23.03.22 17:41
17165,Kaiseraugst,23.03.22 17:32,23.03.22 17:32
17165,Basel SBB,,23.03.22 17:20
17165,Pratteln,23.03.22 17:28,23.03.22 17:28
17165,Rheinfelden Augarten,23.03.22 17:35,23.03.22 17:35
17165,Mumpf,23.03.22 17:45,23.03.22 17:45
17165,Frick,23.03.22 17:56,
17168,Stein-Säckingen,23.03.22 18:10,23.03.22 18:11
17168,Rheinfelden Augarten,23.03.22 18:24,23.03.22 18:24
17168,Kaiseraugst,23.03.22 18:27,23.03.22 18:27
17168,Eiken,23.03.22 18:07,23.03.22 18:07
17168,Möhlin,23.03.22 18:18,23.03.22 18:19
17168,Rheinfelden,23.03.22 18:21,23.03.22 18:22
17168,Mumpf,23.03.22 18:14,23.03.22 18:14
17168,Muttenz,23.03.22 18:34,23.03.22 18:34
17168,Basel SBB,23.03.22 18:41,
17168,Frick,,23.03.22 18:04
17168,Pratteln Salina Raurica,23.03.22 18:28,23.03.22 18:28
17168,Pratteln,23.03.22 18:31,23.03.22 18:31
17169,Basel SBB,,23.03.22 18:20
17169,Stein-Säckingen,23.03.22 18:48,23.03.22 18:49
17169,Muttenz,23.03.22 18:24,23.03.22 18:24
17169,Pratteln,23.03.22 18:28,23.03.22 18:28
17169,Rheinfelden Augarten,23.03.22 18:35,23.03.22 18:35
17169,Möhlin,23.03.22 18:40,23.03.22 18:41
17169,Frick,23.03.22 18:56,
17169,Pratteln Salina Raurica,23.03.22 18:30,23.03.22 18:30
17169,Mumpf,23.03.22 18:45,23.03.22 18:45
17169,Kaiseraugst,23.03.22 18:32,23.03.22 18:32
17169,Rheinfelden,23.03.22 18:37,23.03.22 18:38
17169,Eiken,23.03.22 18:52,23.03.22 18:52
17172,Möhlin,23.03.22 19:18,23.03.22 19:19
17172,Rheinfelden,23.03.22 19:21,23.03.22 19:22
17172,Basel SBB,23.03.22 19:41,
17172,Stein-Säckingen,23.03.22 19:10,23.03.22 19:11
17172,Mumpf,23.03.22 19:14,23.03.22 19:14
17172,Rheinfelden Augarten,23.03.22 19:24,23.03.22 19:24
17172,Pratteln Salina Raurica,23.03.22 19:28,23.03.22 19:28
17172,Frick,,23.03.22 19:04
17172,Kaiseraugst,23.03.22 19:27,23.03.22 19:27
17172,Pratteln,23.03.22 19:31,23.03.22 19:31
17172,Eiken,23.03.22 19:07,23.03.22 19:07
17172,Muttenz,23.03.22 19:34,23.03.22 19:34
17173,Muttenz,23.03.22 19:24,23.03.22 19:24
17173,Basel SBB,,23.03.22 19:20
17173,Rheinfelden Augarten,23.03.22 19:35,23.03.22 19:35
17173,Pratteln,23.03.22 19:28,23.03.22 19:28
17173,Stein-Säckingen,23.03.22 19:48,23.03.22 19:49
17173,Pratteln Salina Raurica,23.03.22 19:30,23.03.22 19:30
17173,Rheinfelden,23.03.22 19:37,23.03.22 19:38
17173,Möhlin,23.03.22 19:40,23.03.22 19:41
17173,Mumpf,23.03.22 19:45,23.03.22 19:45
17173,Eiken,23.03.22 19:52,23.03.22 19:52
17173,Frick,23.03.22 19:56,
17173,Kaiseraugst,23.03.22 19:32,23.03.22 19:32
17176,Eiken,23.03.22 20:07,23.03.22 20:07
17176,Pratteln Salina Raurica,23.03.22 20:28,23.03.22 20:28
17176,Mumpf,23.03.22 20:14,23.03.22 20:14
17176,Rheinfelden,23.03.22 20:21,23.03.22 20:22
17176,Frick,,23.03.22 20:04
17176,Rheinfelden Augarten,23.03.22 20:24,23.03.22 20:24
17176,Kaiseraugst,23.03.22 20:27,23.03.22 20:27
17176,Stein-Säckingen,23.03.22 20:10,23.03.22 20:11
17176,Möhlin,23.03.22 20:18,23.03.22 20:19
17176,Pratteln,23.03.22 20:31,23.03.22 20:31
17176,Muttenz,23.03.22 20:34,23.03.22 20:34
17176,Basel SBB,23.03.22 20:41,
17177,Pratteln Salina Raurica,23.03.22 20:30,23.03.22 20:30
17177,Rheinfelden,23.03.22 20:37,23.03.22 20:38
17177,Stein-Säckingen,23.03.22 20:48,23.03.22 20:49
17177,Basel SBB,,23.03.22 20:20
17177,Frick,23.03.22 20:56,
17177,Muttenz,23.03.22 20:24,23.03.22 20:24
17177,Pratteln,23.03.22 20:28,23.03.22 20:28
17177,Kaiseraugst,23.03.22 20:32,23.03.22 20:32
17177,Möhlin,23.03.22 20:40,23.03.22 20:41
17177,Mumpf,23.03.22 20:45,23.03.22 20:45
17177,Eiken,23.03.22 20:52,23.03.22 20:52
17177,Rheinfelden Augarten,23.03.22 20:35,23.03.22 20:35
17180,Stein-Säckingen,23.03.22 21:10,23.03.22 21:11
17180,Rheinfelden Augarten,23.03.22 21:24,23.03.22 21:24
17180,Pratteln,23.03.22 21:31,23.03.22 21:31
17180,Basel SBB,23.03.22 21:41,
17180,Eiken,23.03.22 21:07,23.03.22 21:07
17180,Mumpf,23.03.22 21:14,23.03.22 21:14
17180,Möhlin,23.03.22 21:18,23.03.22 21:19
17180,Frick,,23.03.22 21:04
17180,Rheinfelden,23.03.22 21:21,23.03.22 21:22
17180,Kaiseraugst,23.03.22 21:27,23.03.22 21:27
17180,Pratteln Salina Raurica,23.03.22 21:28,23.03.22 21:28
17180,Muttenz,23.03.22 21:34,23.03.22 21:34
17181,Basel SBB,,23.03.22 21:20
17181,Frick,23.03.22 21:56,
17181,Muttenz,23.03.22 21:24,23.03.22 21:24
17181,Kaiseraugst,23.03.22 21:32,23.03.22 21:32
17181,Mumpf,23.03.22 21:45,23.03.22 21:45
17181,Stein-Säckingen,23.03.22 21:48,23.03.22 21:49
17181,Pratteln,23.03.22 21:28,23.03.22 21:28
17181,Pratteln Salina Raurica,23.03.22 21:30,23.03.22 21:30
17181,Rheinfelden Augarten,23.03.22 21:35,23.03.22 21:35
17181,Möhlin,23.03.22 21:40,23.03.22 21:41
17181,Eiken,23.03.22 21:52,23.03.22 21:52
17181,Rheinfelden,23.03.22 21:37,23.03.22 21:38
17184,Pratteln Salina Raurica,23.03.22 22:28,23.03.22 22:28
17184,Pratteln,23.03.22 22:31,23.03.22 22:31
17184,Frick,,23.03.22 22:04
17184,Rheinfelden,23.03.22 22:21,23.03.22 22:22
17184,Möhlin,23.03.22 22:18,23.03.22 22:19
17184,Kaiseraugst,23.03.22 22:27,23.03.22 22:27
17184,Mumpf,23.03.22 22:14,23.03.22 22:14
17184,Rheinfelden Augarten,23.03.22 22:24,23.03.22 22:24
17184,Muttenz,23.03.22 22:34,23.03.22 22:34
17184,Basel SBB,23.03.22 22:41,
17184,Eiken,23.03.22 22:07,23.03.22 22:07
17184,Stein-Säckingen,23.03.22 22:10,23.03.22 22:11
17185,Pratteln Salina Raurica,23.03.22 22:30,23.03.22 22:30
17185,Basel SBB,,23.03.22 22:20
17185,Pratteln,23.03.22 22:28,23.03.22 22:28
17185,Kaiseraugst,23.03.22 22:32,23.03.22 22:32
17185,Rheinfelden Augarten,23.03.22 22:35,23.03.22 22:35
17185,Rheinfelden,23.03.22 22:37,23.03.22 22:38
17185,Eiken,23.03.22 22:52,23.03.22 22:52
17185,Muttenz,23.03.22 22:24,23.03.22 22:24
17185,Möhlin,23.03.22 22:40,23.03.22 22:41
17185,Mumpf,23.03.22 22:45,23.03.22 22:45
17185,Frick,23.03.22 22:56,
17185,Stein-Säckingen,23.03.22 22:48,23.03.22 22:49
17188,Mumpf,23.03.22 23:14,23.03.22 23:14
17188,Kaiseraugst,23.03.22 23:27,23.03.22 23:27
17188,Pratteln Salina Raurica,23.03.22 23:28,23.03.22 23:28
17188,Muttenz,23.03.22 23:34,23.03.22 23:34
17188,Eiken,23.03.22 23:07,23.03.22 23:07
17188,Stein-Säckingen,23.03.22 23:10,23.03.22 23:11
17188,Basel SBB,23.03.22 23:41,
17188,Rheinfelden,23.03.22 23:21,23.03.22 23:22
17188,Rheinfelden Augarten,23.03.22 23:24,23.03.22 23:24
17188,Pratteln,23.03.22 23:31,23.03.22 23:31
17188,Frick,,23.03.22 23:04
17188,Möhlin,23.03.22 23:18,23.03.22 23:19
17189,Pratteln Salina Raurica,23.03.22 23:30,23.03.22 23:30
17189,Mumpf,23.03.22 23:45,23.03.22 23:45
17189,Stein-Säckingen,23.03.22 23:48,23.03.22 23:49
17189,Möhlin,23.03.22 23:40,23.03.22 23:41
17189,Pratteln,23.03.22 23:28,23.03.22 23:28
17189,Basel SBB,,23.03.22 23:20
17189,Muttenz,23.03.22 23:24,23.03.22 23:24
17189,Kaiseraugst,23.03.22 23:32,23.03.22 23:32
17189,Rheinfelden Augarten,23.03.22 23:35,23.03.22 23:35
17189,Eiken,23.03.22 23:52,23.03.22 23:52
17189,Frick,23.03.22 23:56,
17189,Rheinfelden,23.03.22 23:37,23.03.22 23:38
17192,Möhlin,24.03.22 00:18,24.03.22 00:19
17192,Muttenz,24.03.22 00:34,24.03.22 00:34
17192,Mumpf,24.03.22 00:14,24.03.22 00:14
17192,Rheinfelden,24.03.22 00:21,24.03.22 00:22
17192,Rheinfelden Augarten,24.03.22 00:24,24.03.22 00:24
17192,Stein-Säckingen,24.03.22 00:10,24.03.22 00:11
17192,Pratteln Salina Raurica,24.03.22 00:28,24.03.22 00:28
17192,Pratteln,24.03.22 00:31,24.03.22 00:31
17192,Frick,,24.03.22 00:04
17192,Eiken,24.03.22 00:07,24.03.22 00:07
17192,Kaiseraugst,24.03.22 00:27,24.03.22 00:27
17192,Basel SBB,24.03.22 00:41,
17193,Basel SBB,,24.03.22 00:20
17193,Frick,24.03.22 00:55,24.03.22 00:55
17193,Stein-Säckingen,24.03.22 00:48,24.03.22 00:49
17193,Muttenz,24.03.22 00:24,24.03.22 00:24
17193,Kaiseraugst,24.03.22 00:32,24.03.22 00:32
17193,Eiken,24.03.22 00:52,24.03.22 00:52
17193,Brugg AG,24.03.22 01:11,
17193,Möhlin,24.03.22 00:40,24.03.22 00:41
17193,Pratteln,24.03.22 00:28,24.03.22 00:28
17193,Pratteln Salina Raurica,24.03.22 00:30,24.03.22 00:30
17193,Rheinfelden Augarten,24.03.22 00:35,24.03.22 00:35
17193,Rheinfelden,24.03.22 00:37,24.03.22 00:38
17193,Mumpf,24.03.22 00:45,24.03.22 00:45
17215,Pratteln Salina Raurica,23.03.22 05:09,23.03.22 05:09
17215,Rheinfelden Augarten,23.03.22 05:15,23.03.22 05:15
17215,Pratteln,23.03.22 05:07,23.03.22 05:07
17215,Kaiseraugst,23.03.22 05:12,23.03.22 05:12
17215,Mumpf,23.03.22 05:25,23.03.22 05:25
17215,Stein-Säckingen,23.03.22 05:30,23.03.22 05:30
17215,Basel SBB,,23.03.22 04:59
17215,Rheinfelden,23.03.22 05:18,23.03.22 05:18
17215,Laufenburg,23.03.22 05:38,
17215,Muttenz,23.03.22 05:03,23.03.22 05:03
17215,Möhlin,23.03.22 05:21,23.03.22 05:21
17219,Laufenburg,23.03.22 06:32,
17219,Stein-Säckingen,,23.03.22 06:25
17223,Rheinfelden Augarten,23.03.22 07:05,23.03.22 07:05
17223,Rheinfelden,23.03.22 07:07,23.03.22 07:08
17223,Mumpf,23.03.22 07:15,23.03.22 07:15
17223,Pratteln Salina Raurica,23.03.22 07:00,23.03.22 07:00
17223,Basel SBB,,23.03.22 06:50
17223,Stein-Säckingen,23.03.22 07:18,23.03.22 07:19
17223,Muttenz,23.03.22 06:54,23.03.22 06:54
17223,Pratteln,23.03.22 06:58,23.03.22 06:58
17223,Kaiseraugst,23.03.22 07:02,23.03.22 07:02
17223,Möhlin,23.03.22 07:10,23.03.22 07:11
17223,Laufenburg,23.03.22 07:26,
17226,Mumpf,23.03.22 07:44,23.03.22 07:44
17226,Möhlin,23.03.22 07:48,23.03.22 07:49
17226,Kaiseraugst,23.03.22 07:57,23.03.22 07:57
17226,Muttenz,23.03.22 08:04,23.03.22 08:04
17226,Pratteln Salina Raurica,23.03.22 07:58,23.03.22 07:58
17226,Laufenburg,,23.03.22 07:34
17226,Stein-Säckingen,23.03.22 07:40,23.03.22 07:41
17226,Pratteln,23.03.22 08:01,23.03.22 08:01
17226,Basel SBB,23.03.22 08:11,
17226,Rheinfelden,23.03.22 07:51,23.03.22 07:52
17226,Rheinfelden Augarten,23.03.22 07:54,23.03.22 07:54
17227,Basel SBB,,23.03.22 07:50
17227,Mumpf,23.03.22 08:15,23.03.22 08:15
17227,Muttenz,23.03.22 07:54,23.03.22 07:54
17227,Kaiseraugst,23.03.22 08:02,23.03.22 08:02
17227,Stein-Säckingen,23.03.22 08:18,23.03.22 08:19
17227,Pratteln,23.03.22 07:58,23.03.22 07:58
17227,Möhlin,23.03.22 08:10,23.03.22 08:11
17227,Rheinfelden Augarten,23.03.22 08:05,23.03.22 08:05
17227,Rheinfelden,23.03.22 08:07,23.03.22 08:08
17227,Pratteln Salina Raurica,23.03.22 08:00,23.03.22 08:00
17227,Laufenburg,23.03.22 08:26,
17230,Laufenburg,,23.03.22 08:34
17230,Stein-Säckingen,23.03.22 08:40,23.03.22 08:41
17230,Kaiseraugst,23.03.22 08:57,23.03.22 08:57
17230,Muttenz,23.03.22 09:04,23.03.22 09:04
17230,Basel SBB,23.03.22 09:11,
17230,Mumpf,23.03.22 08:44,23.03.22 08:44
17230,Möhlin,23.03.22 08:48,23.03.22 08:49
17230,Pratteln Salina Raurica,23.03.22 08:58,23.03.22 08:58
17230,Rheinfelden Augarten,23.03.22 08:54,23.03.22 08:54
17230,Rheinfelden,23.03.22 08:51,23.03.22 08:52
17230,Pratteln,23.03.22 09:01,23.03.22 09:01
17231,Basel SBB,,23.03.22 08:50
17231,Muttenz,23.03.22 08:54,23.03.22 08:54
17231,Laufenburg,23.03.22 09:26,
17231,Stein-Säckingen,23.03.22 09:18,23.03.22 09:19
17231,Pratteln,23.03.22 08:58,23.03.22 08:58
17231,Rheinfelden Augarten,23.03.22 09:05,23.03.22 09:05
17231,Möhlin,23.03.22 09:10,23.03.22 09:11
17231,Pratteln Salina Raurica,23.03.22 09:00,23.03.22 09:00
17231,Kaiseraugst,23.03.22 09:02,23.03.22 09:02
17231,Rheinfelden,23.03.22 09:07,23.03.22 09:08
17231,Mumpf,23.03.22 09:15,23.03.22 09:15
17234,Rheinfelden Augarten,23.03.22 09:54,23.03.22 09:54
17234,Kaiseraugst,23.03.22 09:57,23.03.22 09:57
17234,Basel SBB,23.03.22 10:11,
17234,Pratteln Salina Raurica,23.03.22 09:58,23.03.22 09:58
17234,Muttenz,23.03.22 10:04,23.03.22 10:04
17234,Möhlin,23.03.22 09:48,23.03.22 09:49
17234,Rheinfelden,23.03.22 09:51,23.03.22 09:52
17234,Laufenburg,,23.03.22 09:34
17234,Stein-Säckingen,23.03.22 09:40,23.03.22 09:41
17234,Mumpf,23.03.22 09:44,23.03.22 09:44
17234,Pratteln,23.03.22 10:01,23.03.22 10:01
17235,Basel SBB,,23.03.22 09:50
17235,Muttenz,23.03.22 09:54,23.03.22 09:54
17235,Mumpf,23.03.22 10:15,23.03.22 10:15
17235,Stein-Säckingen,23.03.22 10:18,23.03.22 10:19
17235,Rheinfelden Augarten,23.03.22 10:05,23.03.22 10:05
17235,Pratteln,23.03.22 09:58,23.03.22 09:58
17235,Kaiseraugst,23.03.22 10:02,23.03.22 10:02
17235,Pratteln Salina Raurica,23.03.22 10:00,23.03.22 10:00
17235,Rheinfelden,23.03.22 10:07,23.03.22 10:08
17235,Möhlin,23.03.22 10:10,23.03.22 10:11
17235,Laufenburg,23.03.22 10:26,
17238,Mumpf,23.03.22 10:44,23.03.22 10:44
17238,Kaiseraugst,23.03.22 10:57,23.03.22 10:57
17238,Pratteln,23.03.22 11:01,23.03.22 11:01
17238,Stein-Säckingen,23.03.22 10:40,23.03.22 10:41
17238,Rheinfelden Augarten,23.03.22 10:54,23.03.22 10:54
17238,Pratteln Salina Raurica,23.03.22 10:58,23.03.22 10:58
17238,Basel SBB,23.03.22 11:11,
17238,Laufenburg,,23.03.22 10:34
17238,Möhlin,23.03.22 10:48,23.03.22 10:49
17238,Rheinfelden,23.03.22 10:51,23.03.22 10:52
17238,Muttenz,23.03.22 11:04,23.03.22 11:04
17239,Kaiseraugst,23.03.22 11:02,23.03.22 11:02
17239,Muttenz,23.03.22 10:54,23.03.22 10:54
17239,Möhlin,23.03.22 11:10,23.03.22 11:11
17239,Basel SBB,,23.03.22 10:50
17239,Mumpf,23.03.22 11:15,23.03.22 11:15
17239,Rheinfelden Augarten,23.03.22 11:05,23.03.22 11:05
17239,Stein-Säckingen,23.03.22 11:18,23.03.22 11:19
17239,Laufenburg,23.03.22 11:26,
17239,Pratteln,23.03.22 10:58,23.03.22 10:58
17239,Pratteln Salina Raurica,23.03.22 11:00,23.03.22 11:00
17239,Rheinfelden,23.03.22 11:07,23.03.22 11:08
17242,Laufenburg,,23.03.22 11:34
17242,Rheinfelden,23.03.22 11:51,23.03.22 11:52
17242,Stein-Säckingen,23.03.22 11:40,23.03.22 11:41
17242,Mumpf,23.03.22 11:44,23.03.22 11:44
17242,Kaiseraugst,23.03.22 11:57,23.03.22 11:57
17242,Pratteln,23.03.22 12:01,23.03.22 12:01
17242,Muttenz,23.03.22 12:04,23.03.22 12:04
17242,Möhlin,23.03.22 11:48,23.03.22 11:49
17242,Rheinfelden Augarten,23.03.22 11:54,23.03.22 11:54
17242,Pratteln Salina Raurica,23.03.22 11:58,23.03.22 11:58
17242,Basel SBB,23.03.22 12:11,
17243,Muttenz,23.03.22 11:54,23.03.22 11:54
17243,Laufenburg,23.03.22 12:26,
17243,Pratteln Salina Raurica,23.03.22 12:00,23.03.22 12:00
17243,Möhlin,23.03.22 12:10,23.03.22 12:11
17243,Basel SBB,,23.03.22 11:50
17243,Rheinfelden,23.03.22 12:07,23.03.22 12:08
17243,Kaiseraugst,23.03.22 12:02,23.03.22 12:02
17243,Rheinfelden Augarten,23.03.22 12:05,23.03.22 12:05
17243,Mumpf,23.03.22 12:15,23.03.22 12:15
17243,Pratteln,23.03.22 11:58,23.03.22 11:58
17243,Stein-Säckingen,23.03.22 12:18,23.03.22 12:19
17246,Möhlin,23.03.22 12:48,23.03.22 12:49
17246,Laufenburg,,23.03.22 12:34
17246,Rheinfelden,23.03.22 12:51,23.03.22 12:52
17246,Mumpf,23.03.22 12:44,23.03.22 12:44
17246,Rheinfelden Augarten,23.03.22 12:54,23.03.22 12:54
17246,Kaiseraugst,23.03.22 12:57,23.03.22 12:57
17246,Basel SBB,23.03.22 13:11,
17246,Stein-Säckingen,23.03.22 12:40,23.03.22 12:41
17246,Pratteln Salina Raurica,23.03.22 12:58,23.03.22 12:58
17246,Pratteln,23.03.22 13:01,23.03.22 13:01
17246,Muttenz,23.03.22 13:04,23.03.22 13:04
17247,Möhlin,23.03.22 13:10,23.03.22 13:11
17247,Laufenburg,23.03.22 13:26,
17247,Pratteln,23.03.22 12:58,23.03.22 12:58
17247,Rheinfelden Augarten,23.03.22 13:05,23.03.22 13:05
17247,Pratteln Salina Raurica,23.03.22 13:00,23.03.22 13:00
17247,Kaiseraugst,23.03.22 13:02,23.03.22 13:02
17247,Stein-Säckingen,23.03.22 13:18,23.03.22 13:19
17247,Muttenz,23.03.22 12:54,23.03.22 12:54
17247,Mumpf,23.03.22 13:15,23.03.22 13:15
17247,Basel SBB,,23.03.22 12:50
17247,Rheinfelden,23.03.22 13:07,23.03.22 13:08
17250,Pratteln,23.03.22 14:01,23.03.22 14:01
17250,Mumpf,23.03.22 13:44,23.03.22 13:44
17250,Muttenz,23.03.22 14:04,23.03.22 14:04
17250,Laufenburg,,23.03.22 13:34
17250,Stein-Säckingen,23.03.22 13:40,23.03.22 13:41
17250,Möhlin,23.03.22 13:48,23.03.22 13:49
17250,Kaiseraugst,23.03.22 13:57,23.03.22 13:57
17250,Pratteln Salina Raurica,23.03.22 13:58,23.03.22 13:58
17250,Rheinfelden,23.03.22 13:51,23.03.22 13:52
17250,Rheinfelden Augarten,23.03.22 13:54,23.03.22 13:54
17250,Basel SBB,23.03.22 14:11,
17251,Basel SBB,,23.03.22 13:50
17251,Pratteln,23.03.22 13:58,23.03.22 13:58
17251,Rheinfelden,23.03.22 14:07,23.03.22 14:08
17251,Laufenburg,23.03.22 14:26,
17251,Pratteln Salina Raurica,23.03.22 14:00,23.03.22 14:00
17251,Möhlin,23.03.22 14:10,23.03.22 14:11
17251,Muttenz,23.03.22 13:54,23.03.22 13:54
17251,Kaiseraugst,23.03.22 14:02,23.03.22 14:02
17251,Rheinfelden Augarten,23.03.22 14:05,23.03.22 14:05
17251,Mumpf,23.03.22 14:15,23.03.22 14:15
17251,Stein-Säckingen,23.03.22 14:18,23.03.22 14:19
17254,Rheinfelden Augarten,23.03.22 14:54,23.03.22 14:54
17254,Mumpf,23.03.22 14:44,23.03.22 14:44
17254,Möhlin,23.03.22 14:48,23.03.22 14:49
17254,Kaiseraugst,23.03.22 14:57,23.03.22 14:57
17254,Rheinfelden,23.03.22 14:51,23.03.22 14:52
17254,Laufenburg,,23.03.22 14:34
17254,Stein-Säckingen,23.03.22 14:40,23.03.22 14:41
17254,Pratteln Salina Raurica,23.03.22 14:58,23.03.22 14:58
17254,Pratteln,23.03.22 15:01,23.03.22 15:01
17254,Basel SBB,23.03.22 15:11,
17254,Muttenz,23.03.22 15:04,23.03.22 15:04
17255,Basel SBB,,23.03.22 14:50
17255,Pratteln Salina Raurica,23.03.22 15:00,23.03.22 15:00
17255,Möhlin,23.03.22 15:10,23.03.22 15:11
17255,Stein-Säckingen,23.03.22 15:18,23.03.22 15:19
17255,Laufenburg,23.03.22 15:26,
17255,Muttenz,23.03.22 14:54,23.03.22 14:54
17255,Pratteln,23.03.22 14:58,23.03.22 14:58
17255,Kaiseraugst,23.03.22 15:02,23.03.22 15:02
17255,Mumpf,23.03.22 15:15,23.03.22 15:15
17255,Rheinfelden Augarten,23.03.22 15:05,23.03.22 15:05
17255,Rheinfelden,23.03.22 15:07,23.03.22 15:08
17258,Stein-Säckingen,23.03.22 15:40,23.03.22 15:41
17258,Möhlin,23.03.22 15:48,23.03.22 15:49
17258,Rheinfelden,23.03.22 15:51,23.03.22 15:52
17258,Mumpf,23.03.22 15:44,23.03.22 15:44
17258,Kaiseraugst,23.03.22 15:57,23.03.22 15:57
17258,Laufenburg,,23.03.22 15:34
17258,Pratteln Salina Raurica,23.03.22 15:58,23.03.22 15:58
17258,Pratteln,23.03.22 16:01,23.03.22 16:01
17258,Rheinfelden Augarten,23.03.22 15:54,23.03.22 15:54
17258,Muttenz,23.03.22 16:04,23.03.22 16:04
17258,Basel SBB,23.03.22 16:11,
17259,Stein-Säckingen,23.03.22 16:18,23.03.22 16:19
17259,Pratteln,23.03.22 15:58,23.03.22 15:58
17259,Möhlin,23.03.22 16:10,23.03.22 16:11
17259,Laufenburg,23.03.22 16:26,
17259,Muttenz,23.03.22 15:54,23.03.22 15:54
17259,Basel SBB,,23.03.22 15:50
17259,Kaiseraugst,23.03.22 16:02,23.03.22 16:02
17259,Rheinfelden Augarten,23.03.22 16:05,23.03.22 16:05
17259,Mumpf,23.03.22 16:15,23.03.22 16:15
17259,Pratteln Salina Raurica,23.03.22 16:00,23.03.22 16:00
17259,Rheinfelden,23.03.22 16:07,23.03.22 16:08
17262,Rheinfelden,23.03.22 16:51,23.03.22 16:52
17262,Pratteln Salina Raurica,23.03.22 16:58,23.03.22 16:58
17262,Mumpf,23.03.22 16:44,23.03.22 16:44
17262,Kaiseraugst,23.03.22 16:57,23.03.22 16:57
17262,Basel SBB,23.03.22 17:11,
17262,Stein-Säckingen,23.03.22 16:40,23.03.22 16:41
17262,Laufenburg,,23.03.22 16:34
17262,Pratteln,23.03.22 17:01,23.03.22 17:01
17262,Möhlin,23.03.22 16:48,23.03.22 16:49
17262,Rheinfelden Augarten,23.03.22 16:54,23.03.22 16:54
17262,Muttenz,23.03.22 17:04,23.03.22 17:04
17263,Kaiseraugst,23.03.22 17:02,23.03.22 17:02
17263,Rheinfelden,23.03.22 17:07,23.03.22 17:08
17263,Laufenburg,23.03.22 17:26,
17263,Rheinfelden Augarten,23.03.22 17:05,23.03.22 17:05
17263,Möhlin,23.03.22 17:10,23.03.22 17:11
17263,Mumpf,23.03.22 17:15,23.03.22 17:15
17263,Basel SBB,,23.03.22 16:50
17263,Stein-Säckingen,23.03.22 17:18,23.03.22 17:19
17263,Muttenz,23.03.22 16:54,23.03.22 16:54
17263,Pratteln,23.03.22 16:58,23.03.22 16:58
17263,Pratteln Salina Raurica,23.03.22 17:00,23.03.22 17:00
17266,Laufenburg,,23.03.22 17:34
17266,Kaiseraugst,23.03.22 17:57,23.03.22 17:57
17266,Muttenz,23.03.22 18:04,23.03.22 18:04
17266,Pratteln,23.03.22 18:01,23.03.22 18:01
17266,Stein-Säckingen,23.03.22 17:40,23.03.22 17:41
17266,Möhlin,23.03.22 17:48,23.03.22 17:49
17266,Basel SBB,23.03.22 18:11,
17266,Mumpf,23.03.22 17:44,23.03.22 17:44
17266,Rheinfelden,23.03.22 17:51,23.03.22 17:52
17266,Rheinfelden Augarten,23.03.22 17:54,23.03.22 17:54
17266,Pratteln Salina Raurica,23.03.22 17:58,23.03.22 17:58
17267,Muttenz,23.03.22 17:54,23.03.22 17:54
17267,Pratteln Salina Raurica,23.03.22 18:00,23.03.22 18:00
17267,Rheinfelden Augarten,23.03.22 18:05,23.03.22 18:05
17267,Möhlin,23.03.22 18:10,23.03.22 18:11
17267,Mumpf,23.03.22 18:15,23.03.22 18:15
17267,Pratteln,23.03.22 17:58,23.03.22 17:58
17267,Stein-Säckingen,23.03.22 18:18,23.03.22 18:19
17267,Laufenburg,23.03.22 18:26,
17267,Basel SBB,,23.03.22 17:50
17267,Kaiseraugst,23.03.22 18:02,23.03.22 18:02
17267,Rheinfelden,23.03.22 18:07,23.03.22 18:08
17270,Möhlin,23.03.22 18:48,23.03.22 18:49
17270,Pratteln,23.03.22 19:01,23.03.22 19:01
17270,Muttenz,23.03.22 19:04,23.03.22 19:04
17270,Rheinfelden,23.03.22 18:51,23.03.22 18:52
17270,Rheinfelden Augarten,23.03.22 18:54,23.03.22 18:54
17270,Kaiseraugst,23.03.22 18:57,23.03.22 18:57
17270,Basel SBB,23.03.22 19:11,
17270,Pratteln Salina Raurica,23.03.22 18:58,23.03.22 18:58
17270,Laufenburg,,23.03.22 18:34
17270,Stein-Säckingen,23.03.22 18:40,23.03.22 18:41
17270,Mumpf,23.03.22 18:44,23.03.22 18:44
17271,Basel SBB,,23.03.22 18:50
17271,Pratteln,23.03.22 18:58,23.03.22 18:58
17271,Rheinfelden Augarten,23.03.22 19:05,23.03.22 19:05
17271,Mumpf,23.03.22 19:15,23.03.22 19:15
17271,Laufenburg,23.03.22 19:26,
17271,Kaiseraugst,23.03.22 19:02,23.03.22 19:02
17271,Möhlin,23.03.22 19:10,23.03.22 19:11
17271,Pratteln Salina Raurica,23.03.22 19:00,23.03.22 19:00
17271,Stein-Säckingen,23.03.22 19:18,23.03.22 19:19
17271,Muttenz,23.03.22 18:54,23.03.22 18:54
17271,Rheinfelden,23.03.22 19:07,23.03.22 19:08
17274,Pratteln,23.03.22 20:01,23.03.22 20:01
17274,Pratteln Salina Raurica,23.03.22 19:58,23.03.22 19:58
